SCHOOL_YEAR,FIPST,STATENAME,ST,SCH_NAME,LEA_NAME,STATE_AGENCY_NO,UNION,ST_LEAID,LEAID,ST_SCHID,NCESSCH,SCHID,MSTREET1,MSTREET2,MSTREET3,MCITY,MSTATE,MZIP,MZIP4,LSTREET1,LSTREET2,LSTREET3,LCITY,LSTATE,LZIP,LZIP4,PHONE,WEBSITE,SY_STATUS,SY_STATUS_TEXT,UPDATED_STATUS,UPDATED_STATUS_TEXT,EFFECTIVE_DATE,SCH_TYPE_TEXT,SCH_TYPE,RECON_STATUS,OUT_OF_STATE_FLAG,CHARTER_TEXT,CHARTAUTH1,CHARTAUTHN1,CHARTAUTH2,CHARTAUTHN2,NOGRADES,G_PK_OFFERED,G_KG_OFFERED,G_1_OFFERED,G_2_OFFERED,G_3_OFFERED,G_4_OFFERED,G_5_OFFERED,G_6_OFFERED,G_7_OFFERED,G_8_OFFERED,G_9_OFFERED,G_10_OFFERED,G_11_OFFERED,G_12_OFFERED,G_13_OFFERED,G_UG_OFFERED,G_AE_OFFERED,GSLO,GSHI,LEVEL,IGOFFERED,school_name_clean,school_name_strict_clean,district_name_clean,zip5,phone_clean,street_address_clean,school_irn,county_name,region,region_id,anchor_county,school_level,school_type,is_regular_or_cte,latitude,longitude,coordinate_match_method,county_latitude,county_longitude,approx_longitude,approx_latitude,location_method,building_irn,school_name_clean_high_need,district_name_clean_high_need,Building Name,LEA Name,Federal ESEA Identification ,students_served,high_need,match_method,match_score
2024-2025,39,OHIO,OH,Summit Acdy Comm Schl for Alternative Learners of Middletown,Summit Acdy Comm Schl for Alternative Learners of Middletown,1,,OH-132746,3900096,OH-132746-132746,390009603913,3903913,4700 Central Ave,,,Middletown,OH,45044,5354.0,4700 Central Ave,,,Middletown,OH,45044,5354.0,(513)422-8540,http://summitacademies.org/schools/middletown-community/,1,Open,1,Open,05/13/2025,Regular School,1,No,No,Yes,000862,BUCKEYE COMMUNITY HOPE FOUNDATION,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,KG,06,Elementary,As reported,summit acdy comm schl for alternative learners of middletown,summit acdy comm schl for alternative learners of middletown,summit acdy comm schl for alternative learners of middletown,45044,5134228540,4700 central ave,132746,Butler,,,,Elementary,Regular School,True,,,unmatched,39.438624443153486,-84.57560401259452,-84.57109950809001,39.42761343214247,county_centroid_jitter,,,,,,,0.0,False,unmatched,
2024-2025,39,OHIO,OH,Summit Academy Community School Alternative Learners -Xenia,Summit Academy Community School Alternative Learners -Xenia,1,,OH-132761,3900097,OH-132761-132761,390009704036,3904036,1694 Pawnee Dr,,,Xenia,OH,45385,4126.0,1694 Pawnee Dr,,,Xenia,OH,45385,4126.0,(937)372-5210,http://summitacademies.org/schools/xenia-elementary/,1,Open,1,Open,05/13/2025,Regular School,1,No,No,Yes,048199,ESC OF LAKE ERIE WEST,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,KG,12,Other,As reported,summit academy community alternative learners xenia,summit academy community school alternative learners xenia,summit academy community alternative learners xenia,45385,9373725210,1694 pawnee dr,132761,Greene,,,,Other,Regular School,True,,,unmatched,39.69149521382165,-83.88981494380235,-83.83317830716571,39.66318690551334,county_centroid_jitter,,,,,,,0.0,False,unmatched,
2024-2025,39,OHIO,OH,Summit Academy Akron Middle School,Summit Academy Akron Middle School,1,,OH-132779,3900098,OH-132779-132779,390009804167,3904167,2791 Mogadore Rd,,,Akron,OH,44312,1228.0,2791 Mogadore Rd,,,Akron,OH,44312,1228.0,(330)252-1510,http://summitacademies.org/schools/akron-middle/,1,Open,1,Open,05/13/2025,Regular School,1,No,No,Yes,048199,ESC OF LAKE ERIE WEST,,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,06,08,Middle,As reported,summit academy akron,summit academy akron middle school,summit academy akron,44312,3302521510,2791 mogadore rd,132779,Summit,,,,Middle,Regular School,True,,,unmatched,41.125795305065346,-81.53219505886828,-81.58294580961903,41.113663172933215,county_centroid_jitter,,,,,,,0.0,False,unmatched,
2024-2025,39,OHIO,OH,Cliff Park High School,Cliff Park High School,1,,OH-132795,3900100,OH-132795-132795,390010003820,3903820,821 N Limestone St,,,Springfield,OH,45503,3609.0,821 N Limestone St,,,Springfield,OH,45503,3609.0,(937)342-3006,http://www.cliffparkhigh.org/,1,Open,1,Open,05/13/2025,Regular School,1,No,No,Yes,083246,ST ALOYSIUS ORPHANAGE,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,09,12,High,As reported,cliff park,cliff park high school,cliff park,45503,9373423006,821 n limestone st,132795,Clark,,,,High,Regular School,True,,,unmatched,39.916731363954085,-83.78433842816099,-83.83004413386669,39.92742205464477,county_centroid_jitter,132795,cliff park,cliff park,Cliff Park High School,Cliff Park High School,Priority (CSI),364.0,True,exact_irn,
2024-2025,39,OHIO,OH,Marshall High School,Marshall High School,1,,OH-132803,3900101,OH-132803-132803,390010103860,3903860,4720 Roosevelt Blvd,,,Middletown,OH,45044,6250.0,4720 Roosevelt Blvd,,,Middletown,OH,45044,6250.0,(513)318-7078,http://www.marshallhs.org/,1,Open,1,Open,05/13/2025,Regular School,1,No,No,Yes,083246,ST ALOYSIUS ORPHANAGE,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,09,12,High,As reported,marshall,marshall high school,marshall,45044,5133187078,4720 roosevelt blvd,132803,Butler,,,,High,Regular School,True,,,unmatched,39.438624443153486,-84.57560401259452,-84.54383224082275,39.39910492363396,county_centroid_jitter,132803,marshall,marshall,Marshall High School,Marshall High School,Priority (CSI),640.0,True,exact_irn,
2024-2025,39,OHIO,OH,Constellation Schools: Lorain Community Elementary,Constellation Schools: Lorain Community Elementary,1,,OH-132951,3900102,OH-132951-132951,390010204160,3904160,1110 W 4th St,,,Lorain,OH,44052,3854.0,1110 W 4th St,,,Lorain,OH,44052,1408.0,(440)204-2130,http://loraincommunityelementary.constellationschools.com/,1,Open,1,Open,05/13/2025,Regular School,1,No,No,Yes,048199,ESC OF LAKE ERIE WEST,,,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,KG,04,Elementary,As reported,constellation schools lorain community elementary,constellation schools lorain community elementary,constellation schools lorain community elementary,44052,4402042130,1110 w 4th st,132951,Lorain,,,,Elementary,Regular School,True,,,unmatched,41.295529962661035,-82.15107994877569,-82.117386255082,41.31855298568406,county_centroid_jitter,,,,,,,0.0,False,unmatched,
2024-2025,39,OHIO,OH,Constellation Schools: Elyria Community,Constellation Schools: Elyria Community,1,,OH-132969,3900103,OH-132969-132969,390010304054,3904054,300 N Abbe Rd,,,Elyria,OH,44035,3715.0,300 N Abbe Rd,,,Elyria,OH,44035,3715.0,(440)366-5225,http://elyriacommunity.constellationschools.com/,1,Open,1,Open,05/13/2025,Regular School,1,No,No,Yes,048199,ESC OF LAKE ERIE WEST,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,KG,08,Elementary,As reported,constellation schools elyria community,constellation schools elyria community,constellation schools elyria community,44035,4403665225,300 n abbe rd,132969,Lorain,,,,Elementary,Regular School,True,,,unmatched,41.295529962661035,-82.15107994877569,-82.10825712595286,41.317511944643016,county_centroid_jitter,,,,,,,0.0,False,unmatched,
2024-2025,39,OHIO,OH,YB Columbus Community School,YB Columbus Community School,1,,OH-132985,3900104,OH-132985-132985,390010404157,3904157,1183 Essex Ave,,,Columbus,OH,43201,2925.0,1183 Essex Ave,,,Columbus,OH,43201,2925.0,(614)291-0805,http://www.ybccs.org,1,Open,1,Open,05/13/2025,Regular School,1,No,No,Yes,083246,ST ALOYSIUS ORPHANAGE,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,09,12,High,As reported,yb columbus community,yb columbus community school,yb columbus community,43201,6142910805,1183 essex ave,132985,Franklin,Group 1 - Columbus Core,1.0,Franklin,High,Regular School,True,,,unmatched,39.96948401079257,-83.0093204437284,-83.00181293622089,39.98033486164342,county_centroid_jitter,132985,yb columbus community,yb columbus community,YB Columbus Community School,YB Columbus Community School,Priority (CSI),270.0,True,exact_irn,
2024-2025,39,OHIO,OH,Constellation Schools: Westpark Community Elementary,Constellation Schools: Westpark Community Elementary,1,,OH-132993,3900105,OH-132993-132993,390010504154,3904154,16210 Lorain Ave,,,Cleveland,OH,44111,5521.0,16210 Lorain Ave,,,Cleveland,OH,44111,5521.0,(216)688-0271,http://westparkcommunityelementary.constellationschools.com/,1,Open,1,Open,05/13/2025,Regular School,1,No,No,Yes,048199,ESC OF LAKE ERIE WEST,,,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,KG,04,Elementary,As reported,constellation schools westpark community elementary,constellation schools westpark community elementary,constellation schools westpark community elementary,44111,2166880271,16210 lorain ave,132993,Cuyahoga,,,,Elementary,Regular School,True,,,unmatched,41.42432368446187,-81.65872171041782,-81.71643942813554,41.40834770848589,county_centroid_jitter,,,,,,,0.0,False,unmatched,
2024-2025,39,OHIO,OH,Washington Park Community School,Washington Park Community School,1,,OH-133280,3900107,OH-133280-133280,390010704153,3904153,4000 Washington Park Blvd,,,Newburgh Heights,OH,44105,3248.0,4000 Washington Park Blvd,,,Newburgh Heights,OH,44105,3248.0,(216)271-6055,http://wpcsoh.org,1,Open,1,Open,05/13/2025,Regular School,1,No,No,Yes,007991,EDUCATIONAL RESOURCE CONSULTANTS OF OHIO,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,KG,08,Elementary,As reported,washington park community,washington park community school,washington park community,44105,2162716055,4000 washington park blvd,133280,Cuyahoga,,,,Elementary,Regular School,True,,,unmatched,41.42432368446187,-81.65872171041782,-81.65986285155897,41.45287223301042,county_centroid_jitter,,,,,,,0.0,False,unmatched,
2024-2025,39,OHIO,OH,Summit Academy Community School Alternative Learners-Lorain,Summit Academy Community School Alternative Learners-Lorain,1,,OH-133322,3900109,OH-133322-133322,390010904106,3904106,346 Illinois Ave,,,Lorain,OH,44052,2756.0,346 Illinois Ave,,,Lorain,OH,44052,2756.0,(440)277-4110,http://summitacademies.org/schools/lorain-elementary/,1,Open,1,Open,05/13/2025,Regular School,1,No,No,Yes,048199,ESC OF LAKE ERIE WEST,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,KG,08,Elementary,As reported,summit academy community alternative learners lorain,summit academy community school alternative learners lorain,summit academy community alternative learners lorain,44052,4402774110,346 illinois ave,133322,Lorain,,,,Elementary,Regular School,True,,,unmatched,41.295529962661035,-82.15107994877569,-82.15738625508199,41.311586018717094,county_centroid_jitter,133322,summit academy community alternative learners lorain,summit academy community alternative learners lorain,Summit Academy Community School Alternative Learners-Lorain,Summit Academy Community School Alternative Learners-Lorain,Priority (CSI),0.0,False,exact_irn,
2024-2025,39,OHIO,OH,ReGeneration Schools Avondale Elementary,ReGeneration Schools Avondale Elementary,1,,OH-133504,3900113,OH-133504-133504,390011303911,3903911,3595 Washington Ave,,,Cincinnati,OH,45229,2609.0,3595 Washington Ave,,,Cincinnati,OH,45229,2609.0,(513)351-5801,http://www.regenerationschools.org,1,Open,1,Open,05/13/2025,Regular School,1,No,No,Yes,000821,THOMAS B. FORDHAM FOUNDATION,,,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,KG,04,Elementary,As reported,regeneration schools avondale elementary,regeneration schools avondale elementary,regeneration schools avondale elementary,45229,5133515801,3595 washington ave,133504,Hamilton,,,,Elementary,Regular School,True,,,unmatched,39.195579816552296,-84.54271197071733,-84.4908801388855,39.172877113849594,county_centroid_jitter,,,,,,,0.0,False,unmatched,
2024-2025,39,OHIO,OH,The Autism Academy Of Learning,The Autism Academy Of Learning,1,,OH-143297,3900117,OH-143297-143297,390011704155,3904155,110 Arco Dr,,,Toledo,OH,43607,2960.0,110 Arco Dr,,,Toledo,OH,43607,2960.0,(419)865-7487,http://www.theautismacademy.org/,1,Open,1,Open,05/13/2025,Special Education School,2,No,No,Yes,048199,ESC OF LAKE ERIE WEST,,,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,03,12,Other,As reported,the autism academy of learning,the autism academy of learning,the autism academy of learning,43607,4198657487,110 arco dr,143297,Lucas,,,,Other,Special Education School,False,,,unmatched,41.61976141204927,-83.65903727357033,-83.68288111741418,41.65471636700423,county_centroid_jitter,,,,,,,0.0,False,unmatched,
2024-2025,39,OHIO,OH,TRECA Digital Academy,TRECA Digital Academy,1,,OH-143305,3900118,OH-143305-143305,390011804148,3904148,107 N Main St Ste 100,,,Marion,OH,43302,6306.0,107 N Main St,,,Marion,OH,43302,6306.0,(888)828-4798,http://treca.org,1,Open,1,Open,05/13/2025,Regular School,1,No,No,Yes,065268,TRI-RIVERS,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,KG,12,Other,As reported,treca digital academy,treca digital academy,treca digital academy,43302,8888284798,107 n main st,143305,Marion,,,,Other,Regular School,True,,,unmatched,40.58719096129866,-83.16092914623927,-83.17732554263567,40.56040417451187,county_centroid_jitter,143305,treca digital academy,treca digital academy,TRECA Digital Academy,TRECA Digital Academy,Priority (CSI),2375.0,True,exact_irn,
2024-2025,39,OHIO,OH,Innovation Academy West,Innovation Academy West,1,,OH-143313,3900119,OH-143313-143313,390011903854,3903854,13111 Crossburn Ave,,,Cleveland,OH,44135,5017.0,13111 Crossburn Ave,,,Cleveland,OH,44135,5017.0,(216)772-1340,http://Iawedu.org,1,Open,1,Open,05/13/2025,Regular School,1,No,No,Yes,083246,ST ALOYSIUS ORPHANAGE,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,KG,08,Elementary,As reported,innovation academy west,innovation academy west,innovation academy west,44135,2167721340,13111 crossburn ave,143313,Cuyahoga,,,,Elementary,Regular School,True,,,unmatched,41.42432368446187,-81.65872171041782,-81.6313943830905,41.430770130908314,county_centroid_jitter,,,,,,,0.0,False,unmatched,
2024-2025,39,OHIO,OH,Hamilton Cnty Math & Science,Hamilton Cnty Math & Science,1,,OH-143602,3900121,OH-143602-143602,390012103912,3903912,2675 Civic Center Dr,,,Cincinnati,OH,45231,1311.0,2675 Civic Center Dr,,,Cincinnati,OH,45231,1311.0,(513)728-8620,http://www.hcmsa.net/,1,Open,1,Open,05/13/2025,Regular School,1,No,No,Yes,000862,BUCKEYE COMMUNITY HOPE FOUNDATION,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,PK,08,Elementary,As reported,hamilton cnty math and science,hamilton cnty math and science,hamilton cnty math and science,45231,5137288620,2675 civic center dr,143602,Hamilton,,,,Elementary,Regular School,True,,,unmatched,39.195579816552296,-84.54271197071733,-84.50325251125787,39.195139376111854,county_centroid_jitter,,,,,,,0.0,False,unmatched,
2024-2025,39,OHIO,OH,Sciotoville Community School,Sciotoville Community School,1,,OH-143644,3900123,OH-143644-143644,390012303957,3903957,224 Marshall St,,,Portsmouth,OH,45662,5549.0,224 Marshall St,,,Portsmouth,OH,45662,5549.0,(740)776-6777,http://www.east.k12.oh.us/,1,Open,1,Open,05/13/2025,Regular School,1,No,No,Yes,000821,THOMAS B. FORDHAM FOUNDATION,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,KG,12,Other,As reported,sciotoville community,sciotoville community school,sciotoville community,45662,7407766777,224 marshall st,143644,Scioto,,,,Other,Regular School,True,,,unmatched,38.8039461055167,-82.99282304542567,-83.03288310548572,38.819201360771956,county_centroid_jitter,,,,,,,0.0,False,unmatched,
2024-2025,39,OHIO,OH,Glass City Academy,Glass City Academy,1,,OH-000131,3900127,OH-000131-000131,390012704177,3904177,1000 Monroe St,,,Toledo,OH,43604,5953.0,1000 Monroe St,,,Toledo,OH,43604,5953.0,(419)720-6311,http://www.glasscityacademy.org/,1,Open,1,Open,05/13/2025,Regular School,1,No,No,Yes,083246,ST ALOYSIUS ORPHANAGE,,,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,11,11,Secondary,As reported,glass city academy,glass city academy,glass city academy,43604,4197206311,1000 monroe st,000131,Lucas,,,,Secondary,Regular School,True,,,unmatched,41.61976141204927,-83.65903727357033,-83.64011835465142,41.65479644708431,county_centroid_jitter,000131,glass city academy,glass city academy,Glass City Academy,Glass City Academy,Priority (CSI),0.0,False,exact_irn,
2024-2025,39,OHIO,OH,Pathway School of Discovery,Pathway School of Discovery,1,,OH-000138,3900129,OH-000138-000138,390012904179,3904179,173 Avondale Dr,,,Dayton,OH,45404,2123.0,173 Avondale Dr,,,Dayton,OH,45404,2123.0,(937)235-5498,http://www.pathwayschoolofdiscovery.org,1,Open,1,Open,05/13/2025,Regular School,1,No,No,Yes,048199,ESC OF LAKE ERIE WEST,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,KG,08,Elementary,As reported,pathway of discovery,pathway school of discovery,pathway of discovery,45404,9372355498,173 avondale dr,000138,Montgomery,,,,Elementary,Regular School,True,,,unmatched,39.75459201369424,-84.29067041525755,-84.30814789273502,39.75238981149204,county_centroid_jitter,,,,,,,0.0,False,unmatched,
2024-2025,39,OHIO,OH,Alliance Academy of Cincinnati,Alliance Academy of Cincinnati,1,,OH-000139,3900130,OH-000139-000139,390013004180,3904180,1712 Duck Creek Rd,,,Cincinnati,OH,45207,1644.0,1712 Duck Creek Rd,,,Cincinnati,OH,45207,1644.0,(513)751-5555,http://www.allianceacademycommunityschool.org,1,Open,1,Open,05/13/2025,Regular School,1,No,No,Yes,048199,ESC OF LAKE ERIE WEST,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,KG,08,Elementary,As reported,alliance academy of cincinnati,alliance academy of cincinnati,alliance academy of cincinnati,45207,5137515555,1712 duck creek rd,000139,Hamilton,,,,Elementary,Regular School,True,,,unmatched,39.195579816552296,-84.54271197071733,-84.54121046921583,39.18488912586161,county_centroid_jitter,,,,,,,0.0,False,unmatched,
2024-2025,39,OHIO,OH,Wildwood Environmental Academy,Wildwood Environmental Academy,1,,OH-000222,3900138,OH-000222-000222,390013805188,3905188,1546 Dartford Rd,,,Maumee,OH,43537,1374.0,1546 Dartford Rd,,,Maumee,OH,43537,1374.0,(419)868-9885,http://www.wildwoodisgreen.com/,1,Open,1,Open,05/13/2025,Regular School,1,No,No,Yes,016998,OHIO COUNCIL OF COMMUNITY SCHOOLS,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,KG,12,Other,As reported,wildwood environmental academy,wildwood environmental academy,wildwood environmental academy,43537,4198689885,1546 dartford rd,000222,Lucas,,,,Other,Regular School,True,,,unmatched,41.61976141204927,-83.65903727357033,-83.66366189819496,41.615637287925146,county_centroid_jitter,000222,wildwood environmental academy,wildwood environmental academy,Wildwood Environmental Academy,Wildwood Environmental Academy,Priority (CSI),0.0,False,exact_irn,
2024-2025,39,OHIO,OH,Tomorrow Center,Tomorrow Center,1,,OH-148981,3900145,OH-148981-148981,390014504757,3904757,3700 County Road 168,,,Cardington,OH,43315,216.0,3700 County Road 168,,,Cardington,OH,43315,9797.0,(419)718-4242,http://thetomorrowcenter.org/,1,Open,1,Open,05/13/2025,Regular School,1,No,No,Yes,123521,MID-OHIO ESC,,,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,08,12,High,As reported,tomorrow center,tomorrow center,tomorrow center,43315,4197184242,3700 county road 168,148981,Morrow,,,,High,Regular School,True,,,unmatched,40.523979673342396,-82.7941133957271,-82.79549477710847,40.52401971338244,county_centroid_jitter,148981,tomorrow center,tomorrow center,Tomorrow Center,Tomorrow Center,Priority (CSI),0.0,False,exact_irn,
2024-2025,39,OHIO,OH,The Unlimited Classroom dba Valley Virtual Remote Learning A,The Unlimited Classroom dba Valley Virtual Remote Learning A,1,,OH-148999,3900146,OH-148999-148999,390014604758,3904758,7320 N Palmyra Rd,,,Canfield,OH,44406,5651.0,7320 N Palmyra Rd,,,Canfield,OH,44406,5651.0,(330)533-8755,http://valleyvirtual.org,1,Open,1,Open,05/13/2025,Regular School,1,No,No,Yes,012931,OFFICE OF OHIO SCHOOL SPONSORSHIP,,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,06,12,High,As reported,the unlimited classroom dba valley virtual remote learning a,the unlimited classroom dba valley virtual remote learning a,the unlimited classroom dba valley virtual remote learning a,44406,3305338755,7320 n palmyra rd,148999,Mahoning,,,,High,Regular School,True,,,unmatched,41.01467592417271,-80.7763432751895,-80.80126820011444,41.04963087912766,county_centroid_jitter,148999,the unlimited classroom dba valley virtual remote learning a,the unlimited classroom dba valley virtual remote learning a,The Unlimited Classroom dba Valley Virtual Remote Learning A,The Unlimited Classroom dba Valley Virtual Remote Learning A,Priority (CSI),190.0,True,exact_irn,
2024-2025,39,OHIO,OH,GOAL Digital Academy,GOAL Digital Academy,1,,OH-149047,3900151,OH-149047-149047,390015104763,3904763,890 W 4th St,,,Mansfield,OH,44906,2565.0,890 W 4th St Ste 400,,,Mansfield,OH,44906,2561.0,(877)659-1900,http://www.goaldigital.org,1,Open,1,Open,05/13/2025,Regular School,1,No,No,Yes,123521,MID-OHIO ESC,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,KG,12,Other,As reported,goal digital academy,goal digital academy,goal digital academy,44906,8776591900,890 w 4th st ste 400,149047,Richland,,,,Other,Regular School,True,,,unmatched,40.77446432802446,-82.53637125946146,-82.54640128949148,40.74623609979623,county_centroid_jitter,149047,goal digital academy,goal digital academy,GOAL Digital Academy,GOAL Digital Academy,Priority (CSI),0.0,False,exact_irn,
2024-2025,39,OHIO,OH,Fairborn Digital Academy,Fairborn Digital Academy,1,,OH-149088,3900155,OH-149088-149088,390015504767,3904767,57 E Dayton Yellow Springs Rd,,,Fairborn,OH,45324,5844.0,57 E Dayton Yellow Springs Rd,,,Fairborn,OH,45324,5844.0,(937)879-0511,http://fairborndigital.us/,1,Open,1,Open,05/13/2025,Regular School,1,No,No,Yes,083246,ST ALOYSIUS ORPHANAGE,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,09,12,High,As reported,fairborn digital academy,fairborn digital academy,fairborn digital academy,45324,9378790511,57 e dayton yellow springs rd,149088,Greene,,,,High,Regular School,True,,,unmatched,39.69149521382165,-83.88981494380235,-83.87473986872727,39.684648366974805,county_centroid_jitter,149088,fairborn digital academy,fairborn digital academy,Fairborn Digital Academy,Fairborn Digital Academy,Priority (CSI),259.0,True,exact_irn,
